registration_number,course_code,grade,grade_points,credits_obtained,result,month_year
22A91A6121,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6122,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6122,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6122,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6122,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6122,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6122,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6122,201BS1L03,A,10,1.5,PASS,MAR-2025
22A91A6122,201ES1L02,A,10,1.5,PASS,MAR-2025
22A91A6122,201MC1T01,A,10,0,PASS,MAR-2025
22A91A6122,201BS2T07,A,10,3,PASS,MAR-2025
22A91A6122,201BS2T09,A,10,3,PASS,MAR-2025
22A91A6122,201ES2T15,A,10,3,PASS,MAR-2025
22A91A6122,201ES2T04,A,10,3,PASS,MAR-2025
22A91A6122,201ES2T07,A,10,3,PASS,MAR-2025
22A91A6122,201BS2L04,A,10,1.5,PASS,MAR-2025
22A91A6122,201ES2L06,A,10,1.5,PASS,MAR-2025
22A91A6122,201ES2L14,A,10,1.5,PASS,MAR-2025
22A91A6122,201HS2L01,A,10,0,PASS,MAR-2025
22A91A6122,201MC2T02,A,10,0,PASS,MAR-2025
22A91A6122,201AM3T01,A,10,3,PASS,MAR-2025
22A91A6122,201AM3T02,A,10,3,PASS,MAR-2025
22A91A6122,201CS3T03,A,10,3,PASS,MAR-2025
22A91A6122,201AM3T03,A,10,3,PASS,MAR-2025
22A91A6122,201BS3T13,A,10,3,PASS,MAR-2025
22A91A6122,201AM3L01,A,10,1.5,PASS,MAR-2025
22A91A6122,201CS3L02,A,10,1.5,PASS,MAR-2025
22A91A6122,201AM3L02,A,10,1.5,PASS,MAR-2025
22A91A6122,201AM3P01,A,10,2,PASS,MAR-2025
22A91A6122,201AM3P02,A,10,4,PASS,MAR-2025
22A91A6122,201MC3T03,A,10,0,PASS,MAR-2025
22A91A6122,201BS4T16,A,10,3,PASS,MAR-2025
22A91A6122,201CS4T05,A,10,3,PASS,MAR-2025
22A91A6122,201CS4T06,A,10,3,PASS,MAR-2025
22A91A6122,201BS4T19,A,10,3,PASS,MAR-2025
22A91A6122,201HS4T03,A,10,3,PASS,MAR-2025
22A91A6122,201CS4L04,A,10,1.5,PASS,MAR-2025
22A91A6122,201AM4L01,A,10,1.5,PASS,MAR-2025
22A91A6122,201CS4L06,A,10,1.5,PASS,MAR-2025
22A91A6122,201AM4S01,A,10,2,PASS,MAR-2025
22A91A6122,201MC4T04,A,10,0,PASS,MAR-2025
22A91A6122,201CS5T01,A,10,3,PASS,MAR-2025
22A91A6122,201AM5T01,A,10,3,PASS,MAR-2025
22A91A6122,201CS5T03,A,10,3,PASS,MAR-2025
22A91A6122,201PE5T01,A,10,3,PASS,MAR-2025
22A91A6122,201CS5J01,A,10,3,PASS,MAR-2025
22A91A6122,201AM5L01,A,10,1.5,PASS,MAR-2025
22A91A6122,201AM5L02,A,10,1.5,PASS,MAR-2025
22A91A6122,201AM5P01,A,10,1.5,PASS,MAR-2025
22A91A6122,201CS5S01,A,10,2,PASS,MAR-2025
22A91A6122,201MC5T01,A,10,0,PASS,MAR-2025
22A91A6122,201AM6T01,A,10,3,PASS,MAR-2025
22A91A6122,201CS6T02,A,10,3,PASS,MAR-2025
22A91A6122,201AM6T02,A,10,3,PASS,MAR-2025
22A91A6122,201PE5T02,A,10,3,PASS,MAR-2025
22A91A6122,201CS6J01,A,10,3,PASS,MAR-2025
22A91A6122,201AM6L01,A,10,1.5,PASS,MAR-2025
22A91A6122,201CS6L02,A,10,1.5,PASS,MAR-2025
22A91A6122,201AM6L02,A,10,1.5,PASS,MAR-2025
22A91A6122,201CS6S01,A,10,2,PASS,MAR-2025
22A91A6122,201MC6T02,A,10,0,PASS,MAR-2025
22A91A6122,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6122,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6123,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6123,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6123,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6123,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6123,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6123,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6123,201BS1L03,A,10,1.5,PASS,MAR-2025
22A91A6123,201ES1L02,A,10,1.5,PASS,MAR-2025
22A91A6123,201MC1T01,A,10,0,PASS,MAR-2025
22A91A6123,201BS2T07,A,10,3,PASS,MAR-2025
22A91A6123,201BS2T09,A,10,3,PASS,MAR-2025
22A91A6123,201ES2T15,A,10,3,PASS,MAR-2025
22A91A6123,201ES2T04,A,10,3,PASS,MAR-2025
22A91A6123,201ES2T07,A,10,3,PASS,MAR-2025
22A91A6123,201BS2L04,A,10,1.5,PASS,MAR-2025
22A91A6123,201ES2L06,A,10,1.5,PASS,MAR-2025
22A91A6123,201ES2L14,A,10,1.5,PASS,MAR-2025
22A91A6123,201HS2L01,A,10,0,PASS,MAR-2025
22A91A6123,201MC2T02,A,10,0,PASS,MAR-2025
22A91A6123,201AM3T01,A,10,3,PASS,MAR-2025
22A91A6123,201AM3T02,A,10,3,PASS,MAR-2025
22A91A6123,201CS3T03,A,10,3,PASS,MAR-2025
22A91A6123,201AM3T03,A,10,3,PASS,MAR-2025
22A91A6123,201BS3T13,A,10,3,PASS,MAR-2025
22A91A6123,201AM3L01,A,10,1.5,PASS,MAR-2025
22A91A6123,201CS3L02,A,10,1.5,PASS,MAR-2025
22A91A6123,201AM3L02,A,10,1.5,PASS,MAR-2025
22A91A6123,201AM3P01,A,10,2,PASS,MAR-2025
22A91A6123,201AM3P02,A,10,4,PASS,MAR-2025
22A91A6123,201MC3T03,A,10,0,PASS,MAR-2025
22A91A6123,201BS4T16,A,10,3,PASS,MAR-2025
22A91A6123,201CS4T05,A,10,3,PASS,MAR-2025
22A91A6123,201CS4T06,A,10,3,PASS,MAR-2025
22A91A6123,201BS4T19,A,10,3,PASS,MAR-2025
22A91A6123,201HS4T03,A,10,3,PASS,MAR-2025
22A91A6123,201CS4L04,A,10,1.5,PASS,MAR-2025
22A91A6123,201AM4L01,A,10,1.5,PASS,MAR-2025
22A91A6123,201CS4L06,A,10,1.5,PASS,MAR-2025
22A91A6123,201AM4S01,A,10,2,PASS,MAR-2025
22A91A6123,201MC4T04,A,10,0,PASS,MAR-2025
22A91A6123,201CS5T01,A,10,3,PASS,MAR-2025
22A91A6123,201AM5T01,A,10,3,PASS,MAR-2025
22A91A6123,201CS5T03,A,10,3,PASS,MAR-2025
22A91A6123,201PE5T01,A,10,3,PASS,MAR-2025
22A91A6123,201CS5J01,A,10,3,PASS,MAR-2025
22A91A6123,201AM5L01,A,10,1.5,PASS,MAR-2025
22A91A6123,201AM5L02,A,10,1.5,PASS,MAR-2025
22A91A6123,201AM5P01,A,10,1.5,PASS,MAR-2025
22A91A6123,201CS5S01,A,10,2,PASS,MAR-2025
22A91A6123,201MC5T01,A,10,0,PASS,MAR-2025
22A91A6123,201AM6T01,A,10,3,PASS,MAR-2025
22A91A6123,201CS6T02,A,10,3,PASS,MAR-2025
22A91A6123,201AM6T02,A,10,3,PASS,MAR-2025
22A91A6123,201PE5T02,A,10,3,PASS,MAR-2025
22A91A6123,201CS6J01,A,10,3,PASS,MAR-2025
22A91A6123,201AM6L01,A,10,1.5,PASS,MAR-2025
22A91A6123,201CS6L02,A,10,1.5,PASS,MAR-2025
22A91A6123,201AM6L02,A,10,1.5,PASS,MAR-2025
22A91A6123,201CS6S01,A,10,2,PASS,MAR-2025
22A91A6123,201MC6T02,A,10,0,PASS,MAR-2025
22A91A6123,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6123,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6124,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6124,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6124,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6124,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6124,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6124,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6124,201BS1L03,A,10,1.5,PASS,MAR-2025
22A91A6124,201ES1L02,A,10,1.5,PASS,MAR-2025
22A91A6124,201MC1T01,A,10,0,PASS,MAR-2025
22A91A6124,201BS2T07,A,10,3,PASS,MAR-2025
22A91A6124,201BS2T09,A,10,3,PASS,MAR-2025
22A91A6124,201ES2T15,A,10,3,PASS,MAR-2025
22A91A6124,201ES2T04,A,10,3,PASS,MAR-2025
22A91A6124,201ES2T07,A,10,3,PASS,MAR-2025
22A91A6124,201BS2L04,A,10,1.5,PASS,MAR-2025
22A91A6124,201ES2L06,A,10,1.5,PASS,MAR-2025
22A91A6124,201ES2L14,A,10,1.5,PASS,MAR-2025
22A91A6124,201HS2L01,A,10,0,PASS,MAR-2025
22A91A6124,201MC2T02,A,10,0,PASS,MAR-2025
22A91A6124,201AM3T01,A,10,3,PASS,MAR-2025
22A91A6124,201AM3T02,A,10,3,PASS,MAR-2025
22A91A6124,201CS3T03,A,10,3,PASS,MAR-2025
22A91A6124,201AM3T03,A,10,3,PASS,MAR-2025
22A91A6124,201BS3T13,A,10,3,PASS,MAR-2025
22A91A6124,201AM3L01,A,10,1.5,PASS,MAR-2025
22A91A6124,201CS3L02,A,10,1.5,PASS,MAR-2025
22A91A6124,201AM3L02,A,10,1.5,PASS,MAR-2025
22A91A6124,201AM3P01,A,10,2,PASS,MAR-2025
22A91A6124,201AM3P02,A,10,4,PASS,MAR-2025
22A91A6124,201MC3T03,A,10,0,PASS,MAR-2025
22A91A6124,201BS4T16,A,10,3,PASS,MAR-2025
22A91A6124,201CS4T05,A,10,3,PASS,MAR-2025
22A91A6124,201CS4T06,A,10,3,PASS,MAR-2025
22A91A6124,201BS4T19,A,10,3,PASS,MAR-2025
22A91A6124,201HS4T03,A,10,3,PASS,MAR-2025
22A91A6124,201CS4L04,A,10,1.5,PASS,MAR-2025
22A91A6124,201AM4L01,A,10,1.5,PASS,MAR-2025
22A91A6124,201CS4L06,A,10,1.5,PASS,MAR-2025
22A91A6124,201AM4S01,A,10,2,PASS,MAR-2025
22A91A6124,201MC4T04,A,10,0,PASS,MAR-2025
22A91A6124,201CS5T01,A,10,3,PASS,MAR-2025
22A91A6124,201AM5T01,A,10,3,PASS,MAR-2025
22A91A6124,201CS5T03,A,10,3,PASS,MAR-2025
22A91A6124,201PE5T01,A,10,3,PASS,MAR-2025
22A91A6124,201CS5J01,A,10,3,PASS,MAR-2025
22A91A6124,201AM5L01,A,10,1.5,PASS,MAR-2025
22A91A6124,201AM5L02,A,10,1.5,PASS,MAR-2025
22A91A6124,201AM5P01,A,10,1.5,PASS,MAR-2025
22A91A6124,201CS5S01,A,10,2,PASS,MAR-2025
22A91A6124,201MC5T01,A,10,0,PASS,MAR-2025
22A91A6124,201AM6T01,A,10,3,PASS,MAR-2025
22A91A6124,201CS6T02,A,10,3,PASS,MAR-2025
22A91A6124,201AM6T02,A,10,3,PASS,MAR-2025
22A91A6124,201PE5T02,A,10,3,PASS,MAR-2025
22A91A6124,201CS6J01,A,10,3,PASS,MAR-2025
22A91A6124,201AM6L01,A,10,1.5,PASS,MAR-2025
22A91A6124,201CS6L02,A,10,1.5,PASS,MAR-2025
22A91A6124,201AM6L02,A,10,1.5,PASS,MAR-2025
22A91A6124,201CS6S01,A,10,2,PASS,MAR-2025
22A91A6124,201MC6T02,A,10,0,PASS,MAR-2025
22A91A6124,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6124,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6125,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6125,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6125,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6125,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6125,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6125,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6125,201BS1L03,A,10,1.5,PASS,MAR-2025
22A91A6125,201ES1L02,A,10,1.5,PASS,MAR-2025
22A91A6125,201MC1T01,A,10,0,PASS,MAR-2025
22A91A6125,201BS2T07,A,10,3,PASS,MAR-2025
22A91A6125,201BS2T09,A,10,3,PASS,MAR-2025
22A91A6125,201ES2T15,A,10,3,PASS,MAR-2025
22A91A6125,201ES2T04,A,10,3,PASS,MAR-2025
22A91A6125,201ES2T07,A,10,3,PASS,MAR-2025
22A91A6125,201BS2L04,A,10,1.5,PASS,MAR-2025
22A91A6125,201ES2L06,A,10,1.5,PASS,MAR-2025
22A91A6125,201ES2L14,A,10,1.5,PASS,MAR-2025
22A91A6125,201HS2L01,A,10,0,PASS,MAR-2025
22A91A6125,201MC2T02,A,10,0,PASS,MAR-2025
22A91A6125,201AM3T01,A,10,3,PASS,MAR-2025
22A91A6125,201AM3T02,A,10,3,PASS,MAR-2025
22A91A6125,201CS3T03,A,10,3,PASS,MAR-2025
22A91A6125,201AM3T03,A,10,3,PASS,MAR-2025
22A91A6125,201BS3T13,A,10,3,PASS,MAR-2025
22A91A6125,201AM3L01,A,10,1.5,PASS,MAR-2025
22A91A6125,201CS3L02,A,10,1.5,PASS,MAR-2025
22A91A6125,201AM3L02,A,10,1.5,PASS,MAR-2025
22A91A6125,201AM3P01,A,10,2,PASS,MAR-2025
22A91A6125,201AM3P02,A,10,4,PASS,MAR-2025
22A91A6125,201MC3T03,A,10,0,PASS,MAR-2025
22A91A6125,201BS4T16,A,10,3,PASS,MAR-2025
22A91A6125,201CS4T05,A,10,3,PASS,MAR-2025
22A91A6125,201CS4T06,A,10,3,PASS,MAR-2025
22A91A6125,201BS4T19,A,10,3,PASS,MAR-2025
22A91A6125,201HS4T03,A,10,3,PASS,MAR-2025
22A91A6125,201CS4L04,A,10,1.5,PASS,MAR-2025
22A91A6125,201AM4L01,A,10,1.5,PASS,MAR-2025
22A91A6125,201CS4L06,A,10,1.5,PASS,MAR-2025
22A91A6125,201AM4S01,A,10,2,PASS,MAR-2025
22A91A6125,201MC4T04,A,10,0,PASS,MAR-2025
22A91A6125,201CS5T01,A,10,3,PASS,MAR-2025
22A91A6125,201AM5T01,A,10,3,PASS,MAR-2025
22A91A6125,201CS5T03,A,10,3,PASS,MAR-2025
22A91A6125,201PE5T01,A,10,3,PASS,MAR-2025
22A91A6125,201CS5J01,A,10,3,PASS,MAR-2025
22A91A6125,201AM5L01,A,10,1.5,PASS,MAR-2025
22A91A6125,201AM5L02,A,10,1.5,PASS,MAR-2025
22A91A6125,201AM5P01,A,10,1.5,PASS,MAR-2025
22A91A6125,201CS5S01,A,10,2,PASS,MAR-2025
22A91A6125,201MC5T01,A,10,0,PASS,MAR-2025
22A91A6125,201AM6T01,A,10,3,PASS,MAR-2025
22A91A6125,201CS6T02,A,10,3,PASS,MAR-2025
22A91A6125,201AM6T02,A,10,3,PASS,MAR-2025
22A91A6125,201PE5T02,A,10,3,PASS,MAR-2025
22A91A6125,201CS6J01,A,10,3,PASS,MAR-2025
22A91A6125,201AM6L01,A,10,1.5,PASS,MAR-2025
22A91A6125,201CS6L02,A,10,1.5,PASS,MAR-2025
22A91A6125,201AM6L02,A,10,1.5,PASS,MAR-2025
22A91A6125,201CS6S01,A,10,2,PASS,MAR-2025
22A91A6125,201MC6T02,A,10,0,PASS,MAR-2025
22A91A6125,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6125,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6126,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6126,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6126,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6126,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6126,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6126,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6126,201BS1L03,A,10,1.5,PASS,MAR-2025
22A91A6126,201ES1L02,A,10,1.5,PASS,MAR-2025
22A91A6126,201MC1T01,A,10,0,PASS,MAR-2025
22A91A6126,201BS2T07,A,10,3,PASS,MAR-2025
22A91A6126,201BS2T09,A,10,3,PASS,MAR-2025
22A91A6126,201ES2T15,A,10,3,PASS,MAR-2025
22A91A6126,201ES2T04,A,10,3,PASS,MAR-2025
22A91A6126,201ES2T07,A,10,3,PASS,MAR-2025
22A91A6126,201BS2L04,A,10,1.5,PASS,MAR-2025
22A91A6126,201ES2L06,A,10,1.5,PASS,MAR-2025
22A91A6126,201ES2L14,A,10,1.5,PASS,MAR-2025
22A91A6126,201HS2L01,A,10,0,PASS,MAR-2025
22A91A6126,201MC2T02,A,10,0,PASS,MAR-2025
22A91A6126,201AM3T01,A,10,3,PASS,MAR-2025
22A91A6126,201AM3T02,A,10,3,PASS,MAR-2025
22A91A6126,201CS3T03,A,10,3,PASS,MAR-2025
22A91A6126,201AM3T03,A,10,3,PASS,MAR-2025
22A91A6126,201BS3T13,A,10,3,PASS,MAR-2025
22A91A6126,201AM3L01,A,10,1.5,PASS,MAR-2025
22A91A6126,201CS3L02,A,10,1.5,PASS,MAR-2025
22A91A6126,201AM3L02,A,10,1.5,PASS,MAR-2025
22A91A6126,201AM3P01,A,10,2,PASS,MAR-2025
22A91A6126,201AM3P02,A,10,4,PASS,MAR-2025
22A91A6126,201MC3T03,A,10,0,PASS,MAR-2025
22A91A6126,201BS4T16,A,10,3,PASS,MAR-2025
22A91A6126,201CS4T05,A,10,3,PASS,MAR-2025
22A91A6126,201CS4T06,A,10,3,PASS,MAR-2025
22A91A6126,201BS4T19,A,10,3,PASS,MAR-2025
22A91A6126,201HS4T03,A,10,3,PASS,MAR-2025
22A91A6126,201CS4L04,A,10,1.5,PASS,MAR-2025
22A91A6126,201AM4L01,A,10,1.5,PASS,MAR-2025
22A91A6126,201CS4L06,A,10,1.5,PASS,MAR-2025
22A91A6126,201AM4S01,A,10,2,PASS,MAR-2025
22A91A6126,201MC4T04,A,10,0,PASS,MAR-2025
22A91A6126,201CS5T01,A,10,3,PASS,MAR-2025
22A91A6126,201AM5T01,A,10,3,PASS,MAR-2025
22A91A6126,201CS5T03,A,10,3,PASS,MAR-2025
22A91A6126,201PE5T01,A,10,3,PASS,MAR-2025
22A91A6126,201CS5J01,A,10,3,PASS,MAR-2025
22A91A6126,201AM5L01,A,10,1.5,PASS,MAR-2025
22A91A6126,201AM5L02,A,10,1.5,PASS,MAR-2025
22A91A6126,201AM5P01,A,10,1.5,PASS,MAR-2025
22A91A6126,201CS5S01,A,10,2,PASS,MAR-2025
22A91A6126,201MC5T01,A,10,0,PASS,MAR-2025
22A91A6126,201AM6T01,A,10,3,PASS,MAR-2025
22A91A6126,201CS6T02,A,10,3,PASS,MAR-2025
22A91A6126,201AM6T02,A,10,3,PASS,MAR-2025
22A91A6126,201PE5T02,A,10,3,PASS,MAR-2025
22A91A6126,201CS6J01,A,10,3,PASS,MAR-2025
22A91A6126,201AM6L01,A,10,1.5,PASS,MAR-2025
22A91A6126,201CS6L02,A,10,1.5,PASS,MAR-2025
22A91A6126,201AM6L02,A,10,1.5,PASS,MAR-2025
22A91A6126,201CS6S01,A,10,2,PASS,MAR-2025
22A91A6126,201MC6T02,A,10,0,PASS,MAR-2025
22A91A6126,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6126,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6127,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6127,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6127,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6127,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6127,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6127,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6127,201BS1L03,A,10,1.5,PASS,MAR-2025
22A91A6127,201ES1L02,A,10,1.5,PASS,MAR-2025
22A91A6127,201MC1T01,A,10,0,PASS,MAR-2025
22A91A6127,201BS2T07,A,10,3,PASS,MAR-2025
22A91A6127,201BS2T09,A,10,3,PASS,MAR-2025
22A91A6127,201ES2T15,A,10,3,PASS,MAR-2025
22A91A6127,201ES2T04,A,10,3,PASS,MAR-2025
22A91A6127,201ES2T07,A,10,3,PASS,MAR-2025
22A91A6127,201BS2L04,A,10,1.5,PASS,MAR-2025
22A91A6127,201ES2L06,A,10,1.5,PASS,MAR-2025
22A91A6127,201ES2L14,A,10,1.5,PASS,MAR-2025
22A91A6127,201HS2L01,A,10,0,PASS,MAR-2025
22A91A6127,201MC2T02,A,10,0,PASS,MAR-2025
22A91A6127,201AM3T01,A,10,3,PASS,MAR-2025
22A91A6127,201AM3T02,A,10,3,PASS,MAR-2025
22A91A6127,201CS3T03,A,10,3,PASS,MAR-2025
22A91A6127,201AM3T03,A,10,3,PASS,MAR-2025
22A91A6127,201BS3T13,A,10,3,PASS,MAR-2025
22A91A6127,201AM3L01,A,10,1.5,PASS,MAR-2025
22A91A6127,201CS3L02,A,10,1.5,PASS,MAR-2025
22A91A6127,201AM3L02,A,10,1.5,PASS,MAR-2025
22A91A6127,201AM3P01,A,10,2,PASS,MAR-2025
22A91A6127,201AM3P02,A,10,4,PASS,MAR-2025
22A91A6127,201MC3T03,A,10,0,PASS,MAR-2025
22A91A6127,201BS4T16,A,10,3,PASS,MAR-2025
22A91A6127,201CS4T05,A,10,3,PASS,MAR-2025
22A91A6127,201CS4T06,A,10,3,PASS,MAR-2025
22A91A6127,201BS4T19,A,10,3,PASS,MAR-2025
22A91A6127,201HS4T03,A,10,3,PASS,MAR-2025
22A91A6127,201CS4L04,A,10,1.5,PASS,MAR-2025
22A91A6127,201AM4L01,A,10,1.5,PASS,MAR-2025
22A91A6127,201CS4L06,A,10,1.5,PASS,MAR-2025
22A91A6127,201AM4S01,A,10,2,PASS,MAR-2025
22A91A6127,201MC4T04,A,10,0,PASS,MAR-2025
22A91A6127,201CS5T01,A,10,3,PASS,MAR-2025
22A91A6127,201AM5T01,A,10,3,PASS,MAR-2025
22A91A6127,201CS5T03,A,10,3,PASS,MAR-2025
22A91A6127,201PE5T01,A,10,3,PASS,MAR-2025
22A91A6127,201CS5J01,A,10,3,PASS,MAR-2025
22A91A6127,201AM5L01,A,10,1.5,PASS,MAR-2025
22A91A6127,201AM5L02,A,10,1.5,PASS,MAR-2025
22A91A6127,201AM5P01,A,10,1.5,PASS,MAR-2025
22A91A6127,201CS5S01,A,10,2,PASS,MAR-2025
22A91A6127,201MC5T01,A,10,0,PASS,MAR-2025
22A91A6127,201AM6T01,A,10,3,PASS,MAR-2025
22A91A6127,201CS6T02,A,10,3,PASS,MAR-2025
22A91A6127,201AM6T02,A,10,3,PASS,MAR-2025
22A91A6127,201PE5T02,A,10,3,PASS,MAR-2025
22A91A6127,201CS6J01,A,10,3,PASS,MAR-2025
22A91A6127,201AM6L01,A,10,1.5,PASS,MAR-2025
22A91A6127,201CS6L02,A,10,1.5,PASS,MAR-2025
22A91A6127,201AM6L02,A,10,1.5,PASS,MAR-2025
22A91A6127,201CS6S01,A,10,2,PASS,MAR-2025
22A91A6127,201MC6T02,A,10,0,PASS,MAR-2025
22A91A6127,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6127,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6128,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6128,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6128,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6128,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6128,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6128,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6128,201BS1L03,A,10,1.5,PASS,MAR-2025
22A91A6128,201ES1L02,A,10,1.5,PASS,MAR-2025
22A91A6128,201MC1T01,A,10,0,PASS,MAR-2025
22A91A6128,201BS2T07,A,10,3,PASS,MAR-2025
22A91A6128,201BS2T09,A,10,3,PASS,MAR-2025
22A91A6128,201ES2T15,A,10,3,PASS,MAR-2025
22A91A6128,201ES2T04,A,10,3,PASS,MAR-2025
22A91A6128,201ES2T07,A,10,3,PASS,MAR-2025
22A91A6128,201BS2L04,A,10,1.5,PASS,MAR-2025
22A91A6128,201ES2L06,A,10,1.5,PASS,MAR-2025
22A91A6128,201ES2L14,A,10,1.5,PASS,MAR-2025
22A91A6128,201HS2L01,A,10,0,PASS,MAR-2025
22A91A6128,201MC2T02,A,10,0,PASS,MAR-2025
22A91A6128,201AM3T01,A,10,3,PASS,MAR-2025
22A91A6128,201AM3T02,A,10,3,PASS,MAR-2025
22A91A6128,201CS3T03,A,10,3,PASS,MAR-2025
22A91A6128,201AM3T03,A,10,3,PASS,MAR-2025
22A91A6128,201BS3T13,A,10,3,PASS,MAR-2025
22A91A6128,201AM3L01,A,10,1.5,PASS,MAR-2025
22A91A6128,201CS3L02,A,10,1.5,PASS,MAR-2025
22A91A6128,201AM3L02,A,10,1.5,PASS,MAR-2025
22A91A6128,201AM3P01,A,10,2,PASS,MAR-2025
22A91A6128,201AM3P02,A,10,4,PASS,MAR-2025
22A91A6128,201MC3T03,A,10,0,PASS,MAR-2025
22A91A6128,201BS4T16,A,10,3,PASS,MAR-2025
22A91A6128,201CS4T05,A,10,3,PASS,MAR-2025
22A91A6128,201CS4T06,A,10,3,PASS,MAR-2025
22A91A6128,201BS4T19,A,10,3,PASS,MAR-2025
22A91A6128,201HS4T03,A,10,3,PASS,MAR-2025
22A91A6128,201CS4L04,A,10,1.5,PASS,MAR-2025
22A91A6128,201AM4L01,A,10,1.5,PASS,MAR-2025
22A91A6128,201CS4L06,A,10,1.5,PASS,MAR-2025
22A91A6128,201AM4S01,A,10,2,PASS,MAR-2025
22A91A6128,201MC4T04,A,10,0,PASS,MAR-2025
22A91A6128,201CS5T01,A,10,3,PASS,MAR-2025
22A91A6128,201AM5T01,A,10,3,PASS,MAR-2025
22A91A6128,201CS5T03,A,10,3,PASS,MAR-2025
22A91A6128,201PE5T01,A,10,3,PASS,MAR-2025
22A91A6128,201CS5J01,A,10,3,PASS,MAR-2025
22A91A6128,201AM5L01,A,10,1.5,PASS,MAR-2025
22A91A6128,201AM5L02,A,10,1.5,PASS,MAR-2025
22A91A6128,201AM5P01,A,10,1.5,PASS,MAR-2025
22A91A6128,201CS5S01,A,10,2,PASS,MAR-2025
22A91A6128,201MC5T01,A,10,0,PASS,MAR-2025
22A91A6128,201AM6T01,A,10,3,PASS,MAR-2025
22A91A6128,201CS6T02,A,10,3,PASS,MAR-2025
22A91A6128,201AM6T02,A,10,3,PASS,MAR-2025
22A91A6128,201PE5T02,A,10,3,PASS,MAR-2025
22A91A6128,201CS6J01,A,10,3,PASS,MAR-2025
22A91A6128,201AM6L01,A,10,1.5,PASS,MAR-2025
22A91A6128,201CS6L02,A,10,1.5,PASS,MAR-2025
22A91A6128,201AM6L02,A,10,1.5,PASS,MAR-2025
22A91A6128,201CS6S01,A,10,2,PASS,MAR-2025
22A91A6128,201MC6T02,A,10,0,PASS,MAR-2025
22A91A6128,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6128,201MC6T01,A,10,0,PASS,MAR-2025
22A91A6129,201HS1T01,A,10,3,PASS,MAR-2025
22A91A6129,201BS1T01,A,10,3,PASS,MAR-2025
22A91A6129,201BS1T04,A,10,3,PASS,MAR-2025
22A91A6129,201ES1T02,A,10,3,PASS,MAR-2025
22A91A6129,201ES1I02,A,10,3,PASS,MAR-2025
22A91A6129,201HS1L01,A,10,1.5,PASS,MAR-2025
22A91A6129,201BS1L03,A,10,1.5,PASS,MAR-2025
